root_id,root,canonical_pattern,aliases,scope,root_type,demand_category,primary_intent,applicable_domains,example_keywords,status,evidence_level,validation_basis,evidence_ref,source_name,source_url,added_at,last_verified_at,notes
root-proofing-time,proofing time,x proofing time,,domain,domain_topic,time,informational,baking,bread proofing time; sourdough proofing time,verified,L2,Observed repeatedly in real sourdough schedules and bread recipes as a distinct timing problem affected by temperature and dough state.,references/baking-fermentation-demand-evidence-2026-08-22.md#proofing-time,Root Library internal hypothesis | Baking/Fermentation SERP & site research 2026-08-22,https://www.kingarthurbaking.com/blog/2026/05/20/sourdough-starter-feeding-schedule | https://breadtopia.com/whole-grain-kamut-sourdough-bread/,2026-08-22,2026-08-22,
root-weather-in,weather in,weather in x month,,domain,domain_pattern,time,informational,travel,weather in japan in october,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-hashrate,hashrate,x hashrate,,domain,domain_topic,track,informational,bitcoin;mining,bitcoin hashrate chart; hashrate calculator,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-mempool,mempool,x mempool,,domain,domain_topic,track,tool,bitcoin,bitcoin mempool tracker; mempool fees,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-birth-chart,birth chart,x birth chart,,domain,domain_topic,understand,mixed,astrology,birth chart calculator; birth chart meaning,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-moon-sign,moon sign,x moon sign,,domain,domain_topic,understand,mixed,astrology,moon sign calculator; moon sign meaning,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-nightmare-meaning,nightmare meaning,x nightmare meaning,,domain,domain_pattern,understand,informational,dreams,nightmare meaning; falling nightmare meaning,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-numerology,numerology,x numerology,,domain,domain_topic,understand,mixed,numerology,numerology calculator; life path number,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-recurring-dream,recurring dream,recurring dream x,,domain,domain_pattern,understand,informational,dreams,recurring dream meaning; recurring nightmare,candidate,L0,"Internal root hypothesis; requires published-source, keyword-tool, SERP, site-keyword, or monetization evidence before promotion.",,Root Library internal hypothesis,,2026-08-22,,
root-itinerary-planner,itinerary planner,x itinerary planner,,domain,domain_pattern,plan,tool,travel,itinerary planner; travel itinerary planner; trip itinerary planner,verified,L2,Observed recurring demand family in Semrush US batch (26 matching unique keywords).,references/semrush-interest-scan-2026-08-22.md#itinerary-planner,Semrush US interest-domain scan 2026-08-22,,2026-08-22,2026-08-22,Added by research-loop feedback after recurring pattern review.
root-wedding-website,wedding website,wedding website x,,domain,domain_topic,manage,mixed,wedding,wedding website; wedding website examples; wedding website faq; wedding website wording,verified,L2,"Observed wedding websites as a first-class planning/guest-communication demand across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#wedding-website,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-planning | https://www.weddingwire.com/wedding-planning.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-registry,wedding registry,wedding registry x,,domain,domain_topic,organize,mixed,wedding,wedding registry; wedding registry checklist; wedding registry ideas,verified,L2,Observed wedding-registry creation/management as a recurring wedding planning demand across The Knot and Zola.,references/wedding-demand-evidence-2026-08-22.md#wedding-registry,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-planning | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-venue,wedding venue,wedding venue x,,domain,domain_topic,find,commercial,wedding,wedding venue; wedding venue finder; wedding venue checklist; wedding venue cost,verified,L2,"Observed venue discovery/comparison/booking as a recurring wedding demand across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#wedding-venue,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-planning | https://www.weddingwire.com/wedding-planning.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-vendor,wedding vendor,wedding vendor x,wedding vendors,domain,domain_topic,find,commercial,wedding,wedding vendor; wedding vendor checklist; wedding vendor questions; wedding vendor manager,verified,L2,"Observed vendor discovery/management as a recurring wedding demand across The Knot, WeddingWire, and Zola.",references/wedding-demand-evidence-2026-08-22.md#wedding-vendor,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/wedding-planning | https://www.weddingwire.com/wedding-planning.html | https://www.zola.com/expert-advice/your-ultimate-wedding-planning-checklist,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-rsvp,wedding rsvp,wedding rsvp x,,domain,domain_pattern,manage,mixed,wedding,wedding rsvp; wedding rsvp wording; wedding rsvp reminder; online wedding rsvp,verified,L2,"Observed recurring RSVP wording/reminder/online-response demand across The Knot, Zola, and WeddingWire planning workflows.",references/wedding-demand-evidence-2026-08-22.md#wedding-rsvp,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/wedding-rsvp-wording-ideas | https://www.theknot.com/content/reminding-wedding-guests-to-rsvp | https://www.zola.com/expert-advice/a-guide-to-wedding-invitation-rsvps | https://www.weddingwire.com/wedding-planning.html,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-invitation-wording,wedding invitation wording,wedding invitation wording x,,domain,content_pattern,content,informational,wedding,wedding invitation wording; formal wedding invitation wording; casual wedding invitation wording; wedding invitation wording examples,verified,L2,"Observed dedicated invitation-wording demand across The Knot, Zola, and Greenvelope.",references/wedding-demand-evidence-2026-08-22.md#wedding-invitation-wording,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/standard-wedding-invitation-wording-examples | https://www.zola.com/expert-advice/how-to-word-wedding-invitations | https://www.greenvelope.com/resources/wedding-invitation-wording,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-wedding-dress-code,wedding dress code,wedding dress code x,,domain,content_pattern,understand,informational,wedding,wedding dress code; wedding dress code wording; wedding website dress code; wedding invitation dress code wording,verified,L2,Observed recurring wedding dress-code wording/guest-guidance demand in The Knot and Greenvelope invitation/website guidance.,references/wedding-demand-evidence-2026-08-22.md#wedding-dress-code,Wedding cross-domain SERP/site audit 2026-08-22,https://www.theknot.com/content/wedding-website-dress-code | https://www.greenvelope.com/resources/wedding-invitation-wording,2026-08-22,2026-08-22,Wedding-domain root verified from recurring SERP/site evidence; downstream keyword opportunity remains unvalidated.
root-sourdough-starter,sourdough starter,sourdough starter,,domain,domain_topic,learn,informational,baking;fermentation,sourdough starter recipe; how to feed sourdough starter; sourdough starter maintenance,verified,L2,"Observed as a recurring demand family across King Arthur Baking and Breadtopia starter creation, feeding, readiness, and maintenance resources.",references/baking-fermentation-demand-evidence-2026-08-22.md#sourdough-starter,Baking/Fermentation SERP & site research 2026-08-22,https://www.kingarthurbaking.com/recipes/sourdough-starter-recipe | https://breadtopia.com/how-to-make-a-sourdough-starter/,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-starter-feeding-ratio,starter feeding ratio,sourdough starter feeding ratio,sourdough feeding ratio,domain,domain_pattern,calculate,mixed,baking;fermentation,sourdough feeding ratio; starter feeding ratio 1:1:1; sourdough starter ratio,verified,L2,"Observed as a recurring starter-management demand across King Arthur Baking, Breadtopia, and The Perfect Loaf.",references/baking-fermentation-demand-evidence-2026-08-22.md#starter-feeding-ratio,Baking/Fermentation SERP & site research 2026-08-22,https://www.kingarthurbaking.com/blog/2025/03/13/sourdough-feeding-ratios | https://breadtopia.com/how-to-make-a-sourdough-starter/ | https://www.theperfectloaf.com/starter-and-levain-calculator/,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-bulk-fermentation,bulk fermentation,sourdough bulk fermentation,sourdough bulk fermentation,domain,domain_topic,time,informational,baking;fermentation,bulk fermentation; bulk fermentation time; how long to bulk ferment sourdough,verified,L2,"Observed as a distinct recurring sourdough stage with timing, temperature, rise, and troubleshooting subqueries across major baking resources and dedicated tools.",references/baking-fermentation-demand-evidence-2026-08-22.md#bulk-fermentation,Baking/Fermentation SERP & site research 2026-08-22,https://www.kingarthurbaking.com/blog/2026/05/20/sourdough-starter-feeding-schedule | https://breadtopia.com/whole-grain-kamut-sourdough-bread/ | https://www.fermentcalculator.com/sourdough/bulk-fermentation-guide,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-bulk-fermentation-calculator,bulk fermentation calculator,sourdough bulk fermentation calculator,sourdough bulk fermentation calculator,domain,domain_pattern,calculate,tool,baking;fermentation,bulk fermentation calculator; sourdough bulk fermentation calculator; bulk ferment calculator,verified,L2,Observed as a repeated dedicated tool pattern across multiple independent sourdough calculator sites.,references/baking-fermentation-demand-evidence-2026-08-22.md#bulk-fermentation-calculator,Baking/Fermentation SERP & site research 2026-08-22,https://crumbdesk.com/bulk-fermentation-calculator/ | https://sourdoughstarter.com/pages/sourdough-bulk-fermentation-calculator | https://www.fermentcalculator.com/sourdough/bulk-fermentation-calculator,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-fermentation-time-calculator,fermentation time calculator,fermentation time calculator,fermentation timing calculator,domain,domain_pattern,calculate,tool,fermentation;baking;drinks;food,fermentation time calculator; sourdough fermentation calculator; bread fermentation time calculator,verified,L2,Observed across independent calculators for sourdough/bread and broader fermentation timing problems.,references/baking-fermentation-demand-evidence-2026-08-22.md#fermentation-time-calculator,Baking/Fermentation SERP & site research 2026-08-22,https://miniwebtool.com/fermentation-time-calculator/ | https://bakersmath.co/fermentation-calculator | https://sdtimer.com/sourdough-fermentation-calculator,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-fermentation-brine-calculator,fermentation brine calculator,fermentation brine calculator,brine calculator,domain,domain_pattern,calculate,tool,fermentation;food,fermentation brine calculator; brine percentage calculator; sauerkraut salt calculator,verified,L2,"Observed as a repeated salt/brine calculation demand across independent fermentation tools, supported by separate salt/brine guidance.",references/baking-fermentation-demand-evidence-2026-08-22.md#fermentation-brine-calculator,Baking/Fermentation SERP & site research 2026-08-22,https://www.fermentcalculator.com/brine/fermentation-brine-calculator | https://farmergrows.com/fermentation-brine-calculator/ | https://culturesforhealth.com/blogs/learn/natural-fermentation-how-much-salt-brine,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-fermentation-troubleshooting,fermentation troubleshooting,x fermentation troubleshooting,ferment troubleshooting,domain,domain_pattern,check,informational,fermentation;baking,fermentation troubleshooting; sourdough troubleshooting; fermented vegetables troubleshooting,verified,L2,"Observed as a recurring diagnostic information family across Cultures For Health and King Arthur Baking, covering mold, yeast, odor, stalled fermentation, starter health, and related failure modes.",references/baking-fermentation-demand-evidence-2026-08-22.md#fermentation-troubleshooting,Baking/Fermentation SERP & site research 2026-08-22,https://culturesforhealth.com/blogs/learn/natural-fermentation-fermented-vegetables-troubleshooting-faq | https://culturesforhealth.com/blogs/learn/natural-fermentation-vegetable-ferments-mold | https://www.kingarthurbaking.com/learn/guides/sourdough/create,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
root-sourdough-schedule,sourdough schedule,sourdough schedule,sourdough baking schedule,domain,planning_pattern,plan,informational,baking;fermentation,sourdough schedule; sourdough baking schedule; sourdough starter feeding schedule,verified,L2,Observed as a recurring planning demand across King Arthur Baking schedule guidance and fermentation-timeline tools.,references/baking-fermentation-demand-evidence-2026-08-22.md#sourdough-schedule,Baking/Fermentation SERP & site research 2026-08-22,https://www.kingarthurbaking.com/blog/2026/05/20/sourdough-starter-feeding-schedule | https://sdtimer.com/sourdough-fermentation-calculator | https://www.fermentcalculator.com/sourdough/bulk-fermentation-calculator,2026-08-22,2026-08-22,Root validation only; downstream SEO opportunity remains unvalidated.
